,0
2000-01-01,342.0895238095238
2000-02-01,322.57428571428574
2000-03-01,307.3739130434783
2000-04-01,303.3884210526316
2000-05-01,301.5209090909091
2000-06-01,313.8655
2000-07-01,319.1661904761905
2000-08-01,319.98409090909087
2000-09-01,314.6844444444444
2000-10-01,300.4538095238095
2000-11-01,299.6380952380952
2000-12-01,313.00684210526316
2001-01-01,317.18363636363637
2001-02-01,301.2215
2001-03-01,296.6318181818182
2001-04-01,299.26599999999996
2001-05-01,314.39428571428573
2001-06-01,319.0295
2001-07-01,334.6652380952381
2001-08-01,353.11727272727273
2001-09-01,345.76176470588234
2001-10-01,356.5031818181818
2001-11-01,356.04523809523806
2001-12-01,344.27684210526314
2002-01-01,344.9640909090909
2002-02-01,347.9065
2002-03-01,347.61199999999997
2002-04-01,348.1842857142857
2002-05-01,358.99
2002-06-01,382.775
2002-07-01,385.5813043478261
2002-08-01,379.9004761904762
2002-09-01,397.53526315789475
2002-10-01,408.04
2002-11-01,397.95500000000004
2002-12-01,394.6475
2003-01-01,420.6495454545455
2003-02-01,442.7925
2003-03-01,447.23285714285714
2003-04-01,437.4452380952381
2003-05-01,455.3085
2003-06-01,470.76300000000003
2003-07-01,464.5039130434783
2003-08-01,458.3505
2003-09-01,445.68549999999993
2003-10-01,447.66347826086957
2003-11-01,447.305
2003-12-01,444.5425
2004-01-01,441.37428571428575
2004-02-01,453.764
2004-03-01,453.2152173913044
2004-04-01,453.49142857142857
2004-05-01,448.4865
2004-06-01,446.64549999999997
2004-07-01,452.43954545454545
2004-08-01,451.8377272727273
2004-09-01,432.51142857142855
2004-10-01,444.843
2004-11-01,459.85428571428577
2004-12-01,441.9795238095238
2005-01-01,439.70047619047625
2005-02-01,447.9205
2005-03-01,460.8404545454545
2005-04-01,448.78523809523807
2005-05-01,443.62619047619046
2005-06-01,448.5228571428571
2005-07-01,433.3490476190476
2005-08-01,416.10227272727275
2005-09-01,410.4014285714286
2005-10-01,403.846
2005-11-01,389.8347619047619
2005-12-01,381.3690476190476
2006-01-01,392.8763636363637
2006-02-01,390.0475
2006-03-01,384.7495652173913
2006-04-01,380.1331578947368
2006-05-01,398.0268181818182
2006-06-01,401.4865
2006-07-01,406.1566666666667
2006-08-01,410.82000000000005
2006-09-01,407.5521052631579
2006-10-01,399.8414285714286
2006-11-01,407.2347619047619
2006-12-01,414.3173684210526
2007-01-01,423.1790909090909
2007-02-01,424.221
2007-03-01,426.595
2007-04-01,439.9325
2007-05-01,430.47
2007-06-01,443.05047619047616
2007-07-01,450.352
2007-08-01,434.705
2007-09-01,436.3135294117647
2007-10-01,449.59
2007-11-01,454.2952380952381
2007-12-01,435.52421052631576
2008-01-01,423.39500000000004
2008-02-01,425.77761904761905
2008-03-01,409.2735
2008-04-01,415.1004545454545
2008-05-01,446.285
2008-06-01,469.5166666666667
2008-07-01,482.90727272727275
2008-08-01,457.6265
2008-09-01,436.119
2008-10-01,426.02000000000004
2008-11-01,428.2345
2008-12-01,433.35150000000004
2009-01-01,422.25714285714287
2009-02-01,393.874
2009-03-01,393.4459090909091
2009-04-01,416.2061904761905
2009-05-01,431.44578947368416
2009-06-01,443.16238095238094
2009-07-01,434.0436363636363
2009-08-01,456.56619047619046
2009-09-01,471.9319047619048
2009-10-01,493.9485714285714
2009-11-01,466.3128571428571
2009-12-01,452.575
2010-01-01,457.02650000000006
2010-02-01,471.8265
2010-03-01,476.7926086956522
2010-04-01,482.21476190476193
2010-05-01,466.191
2010-06-01,456.8804761904762
2010-07-01,464.9447619047619
2010-08-01,459.0695454545455
2010-09-01,461.564
2010-10-01,474.5505
2010-11-01,477.08190476190475
2010-12-01,470.9004761904762
2011-01-01,487.95904761904757
2011-02-01,479.2595
2011-03-01,484.6021739130435
2011-04-01,497.4695
2011-05-01,500.1109090909091
2011-06-01,498.18380952380954
2011-07-01,498.26238095238097
2011-08-01,490.825
2011-09-01,496.0742857142857
2011-10-01,516.2831578947369
2011-11-01,514.1680952380952
2011-12-01,523.5419047619047
2012-01-01,520.6759090909092
2012-02-01,516.3504761904762
2012-03-01,511.8313636363637
2012-04-01,502.9055
2012-05-01,496.19952380952384
2012-06-01,503.6761904761905
2012-07-01,506.474
2012-08-01,503.9018181818182
2012-09-01,493.2817647058824
2012-10-01,489.3609090909091
2012-11-01,499.997
2012-12-01,499.6868421052631
2013-01-01,496.24
2013-02-01,487.4465
2013-03-01,488.331
2013-04-01,490.17272727272723
2013-05-01,475.6380952380952
2013-06-01,475.53100000000006
2013-07-01,462.6963636363636
2013-08-01,463.1295238095238
2013-09-01,466.2505555555556
2013-10-01,476.29636363636365
2013-11-01,484.1965
2013-12-01,476.08500000000004
2014-01-01,475.725
2014-02-01,497.18500000000006
2014-03-01,511.5304761904762
2014-04-01,516.4271428571429
2014-05-01,516.897
2014-06-01,517.7261904761905
2014-07-01,524.5636363636363
2014-08-01,538.9024999999999
2014-09-01,539.568
2014-10-01,517.4927272727273
2014-11-01,512.6735
2014-12-01,506.50249999999994
2015-01-01,502.22142857142853
2015-02-01,485.7835
2015-03-01,485.8568181818182
2015-04-01,475.2138095238095
2015-05-01,480.1589473684211
2015-06-01,486.0204761904762
2015-07-01,482.79227272727275
2015-08-01,502.6385714285714
2015-09-01,487.82047619047614
2015-10-01,492.8780952380953
2015-11-01,502.8238095238095
2015-12-01,510.06499999999994
2016-01-01,506.1905
2016-02-01,502.14761904761906
2016-03-01,510.075
2016-04-01,513.4761904761905
2016-05-01,499.3427272727273
2016-06-01,504.08238095238096
2016-07-01,494.5728571428572
2016-08-01,502.4627272727273
2016-09-01,506.9628571428571
2016-10-01,505.7794736842105
2016-11-01,501.5780952380952
2016-12-01,489.5552380952381
2017-01-01,492.71714285714285
2017-02-01,492.642
2017-03-01,504.1121739130435
2017-04-01,494.3733333333333
2017-05-01,499.19545454545454
2017-06-01,502.0190476190476
2017-07-01,512.4857142857143
2017-08-01,510.4318181818182
2017-09-01,498.5757894736842
2017-10-01,491.16549999999995
2017-11-01,483.04238095238094
2017-12-01,486.65526315789475
2018-01-01,481.1068181818182
2018-02-01,470.4785
2018-03-01,468.61047619047616
2018-04-01,461.69952380952384
2018-05-01,471.20238095238096
2018-06-01,476.8723809523809
2018-07-01,483.052
2018-08-01,481.53409090909093
2018-09-01,489.99470588235295
2018-10-01,481.19363636363636
2018-11-01,490.592
2018-12-01,489.9363157894737
2019-01-01,483.5568181818182
2019-02-01,469.09700000000004
2019-03-01,472.6904761904762
2019-04-01,474.5695238095238
2019-05-01,480.802380952381
2019-06-01,480.805
2019-07-01,479.1518181818182
2019-08-01,483.585238095238
2019-09-01,489.20500000000004
2019-10-01,489.3313636363637
2019-11-01,530.0785
2019-12-01,529.0105
2020-01-01,530.4604545454545
2020-02-01,531.637
2020-03-01,522.8436363636364
2020-04-01,536.7428571428571
2020-05-01,535.3515789473685
2020-06-01,546.9771428571429
2020-07-01,551.22
2020-08-01,564.0714285714286
2020-09-01,559.452380952381
2020-10-01,562.0504761904762
2020-11-01,554.1619047619048
2020-12-01,552.0179999999999
2021-01-01,558.8154999999999
2021-02-01,559.9125
2021-03-01,560.1817391304348
2021-04-01,544.982380952381
2021-05-01,552.828
2021-06-01,556.516
2021-07-01,557.4390476190476
2021-08-01,569.6222727272727
2021-09-01,573.807619047619
2021-10-01,601.9155
2021-11-01,593.8233333333334
2021-12-01,607.1514285714286
2022-01-01,590.9390476190476
2022-02-01,577.8905
2022-03-01,588.2360869565217
2022-04-01,601.2745
2022-05-01,597.8172727272727
2022-06-01,603.682
2022-07-01,653.1580952380953
2022-08-01,629.3518181818182
2022-09-01,616.0145
2022-10-01,608.4463157894737
2022-11-01,605.2671428571429
2022-12-01,590.1219047619047
2023-01-01,573.5961904761905
2023-02-01,551.399
2023-03-01,540.4856521739131
2023-04-01,538.1073684210527
2023-05-01,530.7736363636363
2023-06-01,536.326
2023-07-01,547.9019047619048
2023-08-01,555.8236363636364
2023-09-01,567.968947368421
2023-10-01,588.2524999999999
2023-11-01,575.7585714285715
2023-12-01,584.8352631578948
2024-01-01,603.305
2024-02-01,628.6728571428571
2024-03-01,634.692
2024-04-01,624.8818181818182
2024-05-01,607.6666666666666
2024-06-01,615.0578947368422
2024-07-01,625.6304545454545
2024-08-01,618.0209523809524
2024-09-01,625.7577777777777
2024-10-01,627.5363636363636
2024-11-01,634.3375
2024-12-01,624.112
2025-01-01,623.4240909090909
2025-02-01,603.1769999999999
2025-03-01,587.1071428571429
2025-04-01,604.3785714285715
2025-05-01,605.613
2025-06-01,609.728
2025-07-01,622.5563636363636
2025-08-01,626.8045
2025-09-01,632.743
2025-10-01,624.4118181818181
2025-11-01,608.5899999999999
2025-12-01,607.7085
2026-01-01,598.6490476190476
2026-02-01,607.829
2026-03-01,639.3163636363636
2026-04-01,634.6994117647058
